nodeId:ID(Intersection),longitude:double,latitude:double,:LABEL
1998,-48.7519920,-24.8786501,Intersection
1999,-48.7522012,-24.8787036,Intersection
2000,-48.7523461,-24.8786890,Intersection
2001,-48.7524490,-24.8785620,Intersection
2002,-48.7525027,-24.8783478,Intersection
2003,-48.7524490,-24.8781386,Intersection
2004,-48.7525510,-24.8777736,Intersection
2005,-48.7525660,-24.8776232,Intersection
2006,-48.7525617,-24.8773453,Intersection
2007,-48.7526894,-24.8771657,Intersection
2008,-48.7529630,-24.8769808,Intersection
2009,-48.7532054,-24.8767808,Intersection
2010,-48.7533556,-24.8765131,Intersection
2011,-48.7535101,-24.8763579,Intersection
2012,-48.7538159,-24.8762995,Intersection
2013,-48.7541485,-24.8763043,Intersection
2014,-48.7543041,-24.8763189,Intersection
2015,-48.7544704,-24.8764455,Intersection
2016,-48.7545884,-24.8766450,Intersection
2017,-48.7546688,-24.8768543,Intersection
2018,-48.7548459,-24.8770197,Intersection
2019,-48.7549263,-24.8771365,Intersection
2020,-48.7549371,-24.8774723,Intersection
2021,-48.7549317,-24.8778325,Intersection
2022,-48.7550390,-24.8780320,Intersection
2023,-48.7551731,-24.8781342,Intersection
2024,-48.7552214,-24.8783337,Intersection
2025,-48.7552589,-24.8785041,Intersection
2026,-48.7553394,-24.8786841,Intersection
2027,-48.7553823,-24.8788253,Intersection
2028,-48.7555658,-24.8789367,Intersection
2029,-48.7556130,-24.8790735,Intersection
2030,-48.7556130,-24.8792292,Intersection
2031,-48.7556934,-24.8792973,Intersection
2032,-48.7558168,-24.8793314,Intersection
2033,-48.7559563,-24.8794239,Intersection
2034,-48.7560529,-24.8795261,Intersection
2035,-48.7561977,-24.8795115,Intersection
2036,-48.7563801,-24.8794239,Intersection
2037,-48.7564767,-24.8793849,Intersection
2038,-48.7565732,-24.8793995,Intersection
2039,-48.7567341,-24.8793947,Intersection
2040,-48.7568629,-24.8793168,Intersection
2041,-48.7570238,-24.8791562,Intersection
2042,-48.7571150,-24.8789031,Intersection
2043,-48.7571966,-24.8785912,Intersection
2044,-48.7572931,-24.8784598,Intersection
2045,-48.7574369,-24.8784019,Intersection
2046,-48.7577534,-24.8785187,Intersection
2047,-48.7581407,-24.8787080,Intersection
2048,-48.7583166,-24.8786987,Intersection
2049,-48.7586010,-24.8786501,Intersection
2050,-48.7586707,-24.8786890,Intersection
2051,-48.7587565,-24.8788107,Intersection
2052,-48.7588263,-24.8790589,Intersection
2053,-48.7588424,-24.8793995,Intersection
2054,-48.7587136,-24.8798375,Intersection
2055,-48.7586289,-24.8799636,Intersection
2056,-48.7584883,-24.8803680,Intersection
2057,-48.7583757,-24.8806989,Intersection
2058,-48.7582898,-24.8808108,Intersection
2059,-48.7580538,-24.8809373,Intersection
2060,-48.7578617,-24.8810293,Intersection
2061,-48.7577598,-24.8811169,Intersection
2062,-48.7577158,-24.8812683,Intersection
2063,-48.7577856,-24.8815165,Intersection
2064,-48.7579090,-24.8816673,Intersection
2065,-48.7580967,-24.8817111,Intersection
2066,-48.7586278,-24.8817452,Intersection
2067,-48.7589282,-24.8817841,Intersection
2068,-48.7591964,-24.8818036,Intersection
2069,-48.7595827,-24.8817841,Intersection
2070,-48.7599903,-24.8817841,Intersection
2071,-48.7602264,-24.8818620,Intersection
2072,-48.7603551,-24.8819836,Intersection
2073,-48.7603873,-24.8821783,Intersection
2074,-48.7604624,-24.8823681,Intersection
2075,-48.7606244,-24.8824795,Intersection
2076,-48.7608272,-24.8825433,Intersection
2077,-48.7609720,-24.8824946,Intersection
2078,-48.7612145,-24.8823871,Intersection
2079,-48.7615299,-24.8823194,Intersection
2080,-48.7616694,-24.8824070,Intersection
2081,-48.7618625,-24.8826114,Intersection
2082,-48.7620342,-24.8827282,Intersection
2083,-48.7621629,-24.8827671,Intersection
2084,-48.7623131,-24.8828693,Intersection
2085,-48.7625331,-24.8829034,Intersection
2086,-48.7627262,-24.8829521,Intersection
2087,-48.7629837,-24.8828450,Intersection
2088,-48.7630803,-24.8828353,Intersection
2089,-48.7632090,-24.8829131,Intersection
2090,-48.7633163,-24.8830883,Intersection
2091,-48.7633431,-24.8832246,Intersection
2092,-48.7632047,-24.8834528,Intersection
2093,-48.7630642,-24.8836528,Intersection
2094,-48.7630427,-24.8838280,Intersection
2095,-48.7630910,-24.8841443,Intersection
2096,-48.7633485,-24.8844509,Intersection
2097,-48.7634236,-24.8846553,Intersection
2098,-48.7634021,-24.8848451,Intersection
2099,-48.7634128,-24.8850300,Intersection
2100,-48.7635416,-24.8851565,Intersection
2101,-48.7636542,-24.8853999,Intersection
2102,-48.7638205,-24.8855507,Intersection
2103,-48.7641478,-24.8856140,Intersection
2104,-48.7649042,-24.8857308,Intersection
2105,-48.7650329,-24.8857794,Intersection
2106,-48.7655640,-24.8858768,Intersection
2107,-48.7659459,-24.8860271,Intersection
2108,-48.7660908,-24.8861245,Intersection
2109,-48.7661058,-24.8862612,Intersection
2110,-48.7660682,-24.8865483,Intersection
2111,-48.7659127,-24.8868208,Intersection
2112,-48.7658590,-24.8869911,Intersection
2113,-48.7657206,-24.8871756,Intersection
2114,-48.7656509,-24.8873264,Intersection
2115,-48.7657142,-24.8874729,Intersection
2116,-48.7659180,-24.8876481,Intersection
2117,-48.7659502,-24.8878330,Intersection
2118,-48.7660253,-24.8881250,Intersection
2119,-48.7660307,-24.8884656,Intersection
2120,-48.7660682,-24.8886408,Intersection
2121,-48.7662238,-24.8888452,Intersection
2122,-48.7662614,-24.8890398,Intersection
2123,-48.7662453,-24.8892685,Intersection
2124,-48.7663311,-24.8894389,Intersection
2125,-48.7663740,-24.8895751,Intersection
2126,-48.7665789,-24.8896525,Intersection
2127,-48.7668139,-24.8896773,Intersection
2128,-48.7670231,-24.8899303,Intersection
2129,-48.7675971,-24.8904753,Intersection
2130,-48.7681174,-24.8907819,Intersection
2131,-48.7684608,-24.8909863,Intersection
2132,-48.7685573,-24.8910642,Intersection
2133,-48.7686378,-24.8912393,Intersection
2134,-48.7686056,-24.8914048,Intersection
2135,-48.7686217,-24.8916092,Intersection
2136,-48.7686700,-24.8917503,Intersection
2137,-48.7688255,-24.8919692,Intersection
2138,-48.7693513,-24.8926505,Intersection
2139,-48.7695025,-24.8927425,Intersection
2140,-48.7701302,-24.8932534,Intersection
2141,-48.7704198,-24.8933507,Intersection
2142,-48.7708316,-24.8934680,Intersection
2143,-48.7710582,-24.8936232,Intersection
2144,-48.7717060,-24.8943779,Intersection
2145,-48.7718293,-24.8945385,Intersection
2146,-48.7719313,-24.8947769,Intersection
2147,-48.7723229,-24.8950981,Intersection
2148,-48.7724838,-24.8951516,Intersection
2149,-48.7727091,-24.8951711,Intersection
2150,-48.7728754,-24.8951954,Intersection
2151,-48.7733703,-24.8955161,Intersection
2152,-48.7735795,-24.8956329,Intersection
2153,-48.7738732,-24.8957550,Intersection
2154,-48.7740086,-24.8958616,Intersection
2155,-48.7741253,-24.8960178,Intersection
2156,-48.7742648,-24.8962465,Intersection
2157,-48.7748120,-24.8966114,Intersection
2158,-48.7751177,-24.8967136,Intersection
2159,-48.7752478,-24.8967958,Intersection
2160,-48.7753430,-24.8969471,Intersection
2161,-48.7753484,-24.8971515,Intersection
2162,-48.7753538,-24.8973559,Intersection
2163,-48.7753377,-24.8976186,Intersection
2164,-48.7753591,-24.8977500,Intersection
2165,-48.7755040,-24.8978863,Intersection
2166,-48.7757293,-24.8979495,Intersection
2167,-48.7760029,-24.8979787,Intersection
2168,-48.7764749,-24.8979884,Intersection
2169,-48.7767968,-24.8981247,Intersection
2170,-48.7769470,-24.8981831,Intersection
2171,-48.7769631,-24.8983972,Intersection
2172,-48.7770811,-24.8985577,Intersection
2173,-48.7772260,-24.8986843,Intersection
2174,-48.7775746,-24.8987426,Intersection
2175,-48.7778858,-24.8987475,Intersection
2176,-48.7780038,-24.8987378,Intersection
2177,-48.7781594,-24.8986015,Intersection
2178,-48.7782841,-24.8984551,Intersection
2179,-48.7784544,-24.8983582,Intersection
2180,-48.7786100,-24.8982999,Intersection
2181,-48.7789265,-24.8983290,Intersection
2182,-48.7790767,-24.8983582,Intersection
2183,-48.7792430,-24.8982707,Intersection
2184,-48.7794857,-24.8979880,Intersection
2185,-48.7795595,-24.8977111,Intersection
2186,-48.7796185,-24.8975456,Intersection
2187,-48.7797365,-24.8975067,Intersection
2188,-48.7798974,-24.8976040,Intersection
2189,-48.7802796,-24.8977544,Intersection
2190,-48.7806377,-24.8977500,Intersection
2191,-48.7808536,-24.8976376,Intersection
2192,-48.7809448,-24.8971364,Intersection
2193,-48.7809180,-24.8967618,Intersection
2194,-48.7809556,-24.8964844,Intersection
2195,-48.7811058,-24.8963336,Intersection
2196,-48.7816087,-24.8962611,Intersection
2197,-48.7820378,-24.8960761,Intersection
2198,-48.7822041,-24.8960324,Intersection
2199,-48.7824402,-24.8961053,Intersection
2200,-48.7826346,-24.8961584,Intersection
2201,-48.7828800,-24.8960907,Intersection
2202,-48.7835626,-24.8958421,Intersection
2203,-48.7839100,-24.8959301,Intersection
2204,-48.7843392,-24.8960518,Intersection
2205,-43.4777787,-22.6835664,Intersection
2206,-43.4785617,-22.6840861,Intersection
2207,-43.4783182,-22.6842780,Intersection
2208,-43.4775319,-22.6837293,Intersection
2209,-43.4794149,-22.6846865,Intersection
2210,-43.4801086,-22.6851766,Intersection
2211,-43.4805233,-22.6854462,Intersection
2212,-43.4806105,-22.6855043,Intersection
2213,-43.4808220,-22.6856503,Intersection
2214,-43.4811030,-22.6858385,Intersection
2215,-43.4814835,-22.6860933,Intersection
2216,-43.4819161,-22.6863583,Intersection
2217,-43.4824483,-22.6866407,Intersection
2218,-43.4829876,-22.6868969,Intersection
2219,-43.4836101,-22.6871457,Intersection
2220,-43.4840075,-22.6872636,Intersection
2221,-43.4848402,-22.6874077,Intersection
2222,-43.4854915,-22.6874683,Intersection
2223,-43.4861169,-22.6874876,Intersection
2224,-43.4865351,-22.6874689,Intersection
2225,-43.4866097,-22.6874656,Intersection
2226,-43.4873657,-22.6873463,Intersection
2227,-43.4765394,-22.6830529,Intersection
2228,-43.4760761,-22.6827618,Intersection
2229,-43.5107573,-22.6876861,Intersection
2230,-43.5100398,-22.6875747,Intersection
2231,-43.5098620,-22.6875447,Intersection
2232,-43.5097664,-22.6875260,Intersection
2233,-43.5095997,-22.6874984,Intersection
2234,-43.5092377,-22.6874353,Intersection
2235,-43.5085952,-22.6873215,Intersection
2236,-43.5084155,-22.6872918,Intersection
2237,-43.5082438,-22.6872634,Intersection
2238,-43.5079824,-22.6872336,Intersection
2239,-43.5075385,-22.6871854,Intersection
2240,-43.5071938,-22.6871545,Intersection
2241,-43.5068464,-22.6871248,Intersection
2242,-43.5065554,-22.6870963,Intersection
2243,-43.5062872,-22.6870703,Intersection
2244,-43.5059774,-22.6870505,Intersection
2245,-43.5057615,-22.6870381,Intersection
2246,-43.5054369,-22.6870308,Intersection
2247,-43.5051539,-22.6870332,Intersection
2248,-43.5046698,-22.6870555,Intersection
2249,-43.5043882,-22.6870840,Intersection
2250,-43.5040288,-22.6871408,Intersection
2251,-43.5033810,-22.6872448,Intersection
2252,-43.5028312,-22.6873673,Intersection
2253,-43.5023886,-22.6874762,Intersection
2254,-43.5016361,-22.6876831,Intersection
2255,-43.5014544,-22.6877497,Intersection
2256,-43.5011977,-22.6878383,Intersection
2257,-43.5007845,-22.6879648,Intersection
2258,-43.5004967,-22.6880322,Intersection
2259,-43.5004413,-22.6880423,Intersection
2260,-43.5000167,-22.6881196,Intersection
2261,-43.4993212,-22.6882512,Intersection
2262,-43.4985645,-22.6883900,Intersection
2263,-43.4982267,-22.6884393,Intersection
2264,-43.4978572,-22.6884606,Intersection
2265,-43.4974454,-22.6884737,Intersection
2266,-43.4969794,-22.6884732,Intersection
2267,-43.4964535,-22.6884491,Intersection
2268,-43.4960662,-22.6884239,Intersection
2269,-43.4955369,-22.6883744,Intersection
2270,-43.4950404,-22.6883116,Intersection
2271,-43.4946384,-22.6882431,Intersection
2272,-43.4939048,-22.6880973,Intersection
2273,-43.4930908,-22.6878847,Intersection
2274,-43.4923856,-22.6877345,Intersection
2275,-43.4917357,-22.6876039,Intersection
2276,-43.4912049,-22.6875149,Intersection
2277,-43.4906228,-22.6874306,Intersection
2278,-43.4901595,-22.6873909,Intersection
2279,-43.4897446,-22.6873653,Intersection
2280,-43.4892862,-22.6873653,Intersection
2281,-43.4887442,-22.6874141,Intersection
2282,-43.4877803,-22.6875409,Intersection
2283,-43.5109822,-22.6874811,Intersection
2284,-43.5114438,-22.6875281,Intersection
2285,-43.5118823,-22.6875504,Intersection
2286,-43.5122323,-22.6875628,Intersection
2287,-43.5126293,-22.6875714,Intersection
2288,-43.5131550,-22.6875541,Intersection
2289,-43.5138952,-22.6875108,Intersection
2290,-43.5145256,-22.6874687,Intersection
2291,-43.5151881,-22.6874217,Intersection
2292,-43.5158412,-22.6873797,Intersection
2293,-43.5163280,-22.6873474,Intersection
2294,-43.5167465,-22.6872967,Intersection
2295,-43.5172092,-22.6872299,Intersection
2296,-43.5174130,-22.6871854,Intersection
2297,-43.5176920,-22.6871223,Intersection
2298,-43.5179910,-22.6870468,Intersection
2299,-43.5183424,-22.6869478,Intersection
2300,-43.5187850,-22.6868018,Intersection
2301,-43.5191712,-22.6866645,Intersection
2302,-43.5195869,-22.6864801,Intersection
2303,-43.5199262,-22.6863205,Intersection
2304,-43.5202455,-22.6861571,Intersection
2305,-43.5208422,-22.6858503,Intersection
2306,-43.5212058,-22.6856573,Intersection
2307,-43.5215503,-22.6854828,Intersection
2308,-43.5218971,-22.6852996,Intersection
2309,-43.5223699,-22.6850509,Intersection
2310,-43.5231100,-22.6846661,Intersection
2311,-43.5233997,-22.6845201,Intersection
2312,-43.5240233,-22.6841824,Intersection
2313,-43.5250211,-22.6836478,Intersection
2314,-43.5255253,-22.6834016,Intersection
2315,-43.5259958,-22.6831548,Intersection
2316,-43.5261717,-22.6830539,Intersection
2317,-43.5264198,-22.6829301,Intersection
2318,-43.5266452,-22.6828138,Intersection
2319,-43.5268919,-22.6826913,Intersection
2320,-43.5272339,-22.6825094,Intersection
2321,-43.5274874,-22.6823745,Intersection
2322,-43.5275450,-22.6823419,Intersection
2323,-43.5278039,-22.6821951,Intersection
2324,-43.5284342,-22.6818338,Intersection
2325,-43.5290967,-22.6815356,Intersection
2326,-43.5297176,-22.6812955,Intersection
2327,-43.5299228,-22.6812250,Intersection
2328,-43.5301776,-22.6811508,Intersection
2329,-43.5305075,-22.6810617,Intersection
2330,-43.5310896,-22.6809466,Intersection
2331,-43.5313444,-22.6809095,Intersection
2332,-43.5315214,-22.6808835,Intersection
2333,-43.5316716,-22.6808686,Intersection
2334,-43.5318755,-22.6808476,Intersection
2335,-43.5324333,-22.6807998,Intersection
2336,-43.5329457,-22.6807461,Intersection
2337,-43.5334526,-22.6806583,Intersection
2338,-43.5340430,-22.6805479,Intersection
2339,-43.5341875,-22.6805209,Intersection
2340,-43.5346355,-22.6803984,Intersection
2341,-43.5348632,-22.6803274,Intersection
2342,-43.5352140,-22.6801966,Intersection
2343,-43.5109930,-22.6877139,Intersection
2344,-43.5107421,-22.6874522,Intersection
2345,-43.4676842,-22.6819536,Intersection
2346,-43.4699658,-22.6816929,Intersection
2347,-43.4711807,-22.6815470,Intersection
2348,-43.4719849,-22.6814858,Intersection
2349,-43.4722743,-22.6814814,Intersection
2350,-43.4725612,-22.6814893,Intersection
2351,-43.4727943,-22.6815054,Intersection
2352,-43.4730423,-22.6815281,Intersection
2353,-43.4734526,-22.6815765,Intersection
2354,-43.4738237,-22.6816364,Intersection
2355,-43.4742415,-22.6817293,Intersection
2356,-43.4746441,-22.6818388,Intersection
2357,-43.4749848,-22.6819523,Intersection
2358,-43.4753722,-22.6821002,Intersection
2359,-43.4756527,-22.6822233,Intersection
2360,-43.4759442,-22.6823651,Intersection
2361,-43.4760832,-22.6824545,Intersection
2362,-43.4766046,-22.6827806,Intersection
2363,-43.4671737,-22.6820181,Intersection
2364,-43.4678178,-22.6821826,Intersection
2365,-43.4672189,-22.6822403,Intersection
2366,-43.4708084,-22.6820987,Intersection
2367,-43.4705131,-22.6822371,Intersection
2368,-43.4703414,-22.6823905,Intersection
2369,-43.4702341,-22.6825984,Intersection
2370,-43.4701429,-22.6828607,Intersection
2371,-43.4701269,-22.6830735,Intersection
2372,-43.4700732,-22.6834249,Intersection
2373,-43.4698104,-22.6841426,Intersection
2374,-43.4697905,-22.6841804,Intersection
2375,-43.4724306,-22.6886514,Intersection
2376,-43.4728743,-22.6877692,Intersection
2377,-43.4729290,-22.6876814,Intersection
2378,-43.4732728,-22.6871296,Intersection
2379,-43.4733768,-22.6869820,Intersection
2380,-43.4735069,-22.6868223,Intersection
2381,-43.4736501,-22.6866558,Intersection
2382,-43.4737935,-22.6864995,Intersection
2383,-43.4739410,-22.6863602,Intersection
2384,-43.4740981,-22.6862328,Intersection
2385,-43.4743336,-22.6860767,Intersection
2386,-43.4744336,-22.6860094,Intersection
2387,-43.4746461,-22.6858841,Intersection
2388,-43.4873755,-22.6875956,Intersection
2389,-43.4866289,-22.6876930,Intersection
2390,-43.4861187,-22.6877158,Intersection
2391,-43.4854750,-22.6876960,Intersection
2392,-43.4848050,-22.6876336,Intersection
2393,-43.4839467,-22.6874852,Intersection
2394,-43.4835229,-22.6873594,Intersection
2395,-43.4828792,-22.6871021,Intersection
2396,-43.4823347,-22.6868447,Intersection
2397,-43.4817902,-22.6865547,Intersection
2398,-43.4809306,-22.6860473,Intersection
2399,-43.4806046,-22.6858548,Intersection
2400,-43.4801587,-22.6855478,Intersection
2401,-43.4798695,-22.6853391,Intersection
2402,-43.4791680,-22.6848470,Intersection
2403,-43.4877678,-22.6872884,Intersection
2404,-43.4884913,-22.6872036,Intersection
2405,-43.4889199,-22.6871575,Intersection
2406,-43.4891760,-22.6871400,Intersection
2407,-43.4894758,-22.6871402,Intersection
2408,-43.4897672,-22.6871499,Intersection
2409,-43.4900872,-22.6871664,Intersection
2410,-43.4904084,-22.6871835,Intersection
2411,-43.4906676,-22.6872039,Intersection
2412,-43.4910446,-22.6872551,Intersection
2413,-43.4914360,-22.6873157,Intersection
2414,-43.4919263,-22.6874070,Intersection
2415,-43.4925045,-22.6875210,Intersection
2416,-43.4931927,-22.6876609,Intersection
2417,-43.4935413,-22.6877372,Intersection
2418,-43.4937325,-22.6877781,Intersection
2419,-43.4938263,-22.6877925,Intersection
2420,-43.4941515,-22.6878426,Intersection
2421,-43.4945747,-22.6878758,Intersection
2422,-43.4950203,-22.6879073,Intersection
2423,-43.4952076,-22.6879206,Intersection
2424,-43.4959143,-22.6879659,Intersection
2425,-43.4964913,-22.6879960,Intersection
2426,-43.4971196,-22.6880194,Intersection
2427,-43.4976950,-22.6880158,Intersection
2428,-43.4982464,-22.6879897,Intersection
2429,-43.4985649,-22.6879569,Intersection
2430,-43.4993474,-22.6878321,Intersection
2431,-43.4999299,-22.6877172,Intersection
2432,-43.5003321,-22.6876094,Intersection
2433,-43.5005212,-22.6875587,Intersection
2434,-43.5012938,-22.6873224,Intersection
2435,-43.5014770,-22.6872756,Intersection
2436,-43.5019702,-22.6871272,Intersection
2437,-43.5025468,-22.6869627,Intersection
2438,-43.5030927,-22.6868290,Intersection
2439,-43.5034105,-22.6867659,Intersection
2440,-43.5036144,-22.6867338,Intersection
2441,-43.5038289,-22.6866954,Intersection
2442,-43.5041159,-22.6866607,Intersection
2443,-43.5044592,-22.6866186,Intersection
2444,-43.5048156,-22.6865841,Intersection
2445,-43.5049246,-22.6865804,Intersection
2446,-43.5052827,-22.6865729,Intersection
2447,-43.5056354,-22.6865766,Intersection
2448,-43.5059922,-22.6865939,Intersection
2449,-43.5063475,-22.6866174,Intersection
2450,-43.5067579,-22.6866632,Intersection
2451,-43.5071253,-22.6867140,Intersection
2452,-43.5073856,-22.6867585,Intersection
2453,-43.5076068,-22.6868068,Intersection
2454,-43.5078724,-22.6868698,Intersection
2455,-43.5086288,-22.6870678,Intersection
2456,-43.5089828,-22.6871520,Intersection
2457,-43.5092819,-22.6872077,Intersection
2458,-43.5097030,-22.6872819,Intersection
2459,-43.5101174,-22.6873549,Intersection
2460,-43.5104178,-22.6874044,Intersection
2461,-43.5353476,-22.6804034,Intersection
2462,-43.5350572,-22.6805067,Intersection
2463,-43.5348011,-22.6805933,Intersection
2464,-43.5344785,-22.6806849,Intersection
2465,-43.5342036,-22.6807498,Intersection
2466,-43.5337456,-22.6808427,Intersection
2467,-43.5333186,-22.6809169,Intersection
2468,-43.5329175,-22.6809781,Intersection
2469,-43.5327163,-22.6809992,Intersection
2470,-43.5326785,-22.6810028,Intersection
2471,-43.5324635,-22.6810233,Intersection
2472,-43.5322769,-22.6810351,Intersection
2473,-43.5319278,-22.6810679,Intersection
2474,-43.5317031,-22.6810963,Intersection
2475,-43.5316099,-22.6811056,Intersection
2476,-43.5314148,-22.6811334,Intersection
2477,-43.5311218,-22.6811805,Intersection
2478,-43.5307121,-22.6812696,Intersection
2479,-43.5304479,-22.6813327,Intersection
2480,-43.5301280,-22.6814168,Intersection
2481,-43.5298558,-22.6815009,Intersection
2482,-43.5295674,-22.6816049,Intersection
2483,-43.5293837,-22.6816779,Intersection
2484,-43.5291182,-22.6817794,Intersection
2485,-43.5288768,-22.6818969,Intersection
2486,-43.5284972,-22.6820837,Intersection
2487,-43.5283054,-22.6821852,Intersection
2488,-43.5280252,-22.6823436,Intersection
2489,-43.5277127,-22.6825106,Intersection
2490,-43.5274404,-22.6826628,Intersection
2491,-43.5271186,-22.6828336,Intersection
2492,-43.5267364,-22.6830291,Intersection
2493,-43.5264856,-22.6831665,Intersection
2494,-43.5260859,-22.6833706,Intersection
2495,-43.5258172,-22.6835046,Intersection
2496,-43.5246027,-22.6841366,Intersection
2497,-43.5239120,-22.6845028,Intersection
2498,-43.5230770,-22.6849420,Intersection
2499,-43.5228257,-22.6850782,Intersection
2500,-43.5225664,-22.6852081,Intersection
2501,-43.5224126,-22.6852823,Intersection
2502,-43.5221766,-22.6854111,Intersection
2503,-43.5219777,-22.6855133,Intersection
2504,-43.5217407,-22.6856461,Intersection
2505,-43.5214176,-22.6858083,Intersection
2506,-43.5210567,-22.6859988,Intersection
2507,-43.5207101,-22.6861825,Intersection
2508,-43.5203708,-22.6863564,Intersection
2509,-43.5200375,-22.6865321,Intersection
2510,-43.5197351,-22.6866744,Intersection
2511,-43.5193569,-22.6868439,Intersection
2512,-43.5188138,-22.6870474,Intersection
2513,-43.5184792,-22.6871520,Intersection
2514,-43.5180144,-22.6872863,Intersection
2515,-43.5175524,-22.6873976,Intersection
2516,-43.5171883,-22.6874638,Intersection
2517,-43.5168930,-22.6875105,Intersection
2518,-43.5166103,-22.6875467,Intersection
2519,-43.5162476,-22.6875857,Intersection
2520,-43.5159854,-22.6876024,Intersection
2521,-43.5155079,-22.6876364,Intersection
2522,-43.5151660,-22.6876550,Intersection
2523,-43.5149339,-22.6876673,Intersection
2524,-43.5146670,-22.6876883,Intersection
2525,-43.5144250,-22.6877089,Intersection
2526,-43.5141622,-22.6877255,Intersection
2527,-43.5137115,-22.6877496,Intersection
2528,-43.5131737,-22.6877874,Intersection
2529,-43.5126487,-22.6878004,Intersection
2530,-43.5122586,-22.6877979,Intersection
2531,-43.5118465,-22.6877842,Intersection
2532,-43.5114852,-22.6877603,Intersection
2533,-43.5112211,-22.6877391,Intersection
2534,-60.0084730,-3.1061599,Intersection
2535,-60.0083892,-3.1063555,Intersection
2536,-60.0081855,-3.1068801,Intersection
2537,-48.9890961,-24.6666701,Intersection
2538,-48.9887562,-24.6670156,Intersection
2539,-48.9884163,-24.6673610,Intersection
2540,-48.9882411,-24.6675349,Intersection
2541,-48.9880059,-24.6677172,Intersection
2542,-48.9876716,-24.6679037,Intersection
2543,-48.9869222,-24.6682305,Intersection
2544,-48.9865625,-24.6684002,Intersection
2545,-48.9862443,-24.6686119,Intersection
2546,-48.9857394,-24.6689765,Intersection
2547,-48.9854488,-24.6691504,Intersection
2548,-48.9853359,-24.6692468,Intersection
2549,-48.9853122,-24.6692791,Intersection
2550,-48.9852257,-24.6693970,Intersection
2551,-48.9851929,-24.6694416,Intersection
2552,-48.9850592,-24.6696889,Intersection
2553,-48.9849715,-24.6699403,Intersection
2554,-48.9849162,-24.6701603,Intersection
2555,-48.9849070,-24.6703216,Intersection
2556,-48.9849393,-24.6705249,Intersection
2557,-48.9851572,-24.6711597,Intersection
2558,-48.9852388,-24.6714056,Intersection
2559,-48.9852616,-24.6715745,Intersection
2560,-48.9852502,-24.6718249,Intersection
2561,-48.9851543,-24.6723124,Intersection
2562,-48.9851148,-24.6725131,Intersection
2563,-43.4964141,-22.6541388,Intersection
2564,-43.4974507,-22.6533407,Intersection
2565,-43.4975834,-22.6532466,Intersection
2566,-43.4978952,-22.6530474,Intersection
2567,-43.4979361,-22.6530115,Intersection
2568,-43.4980045,-22.6529403,Intersection
2569,-43.4980622,-22.6528456,Intersection
2570,-43.4980810,-22.6527868,Intersection
2571,-43.4980897,-22.6527398,Intersection
2572,-43.4980883,-22.6526167,Intersection
2573,-43.4980837,-22.6525208,Intersection
2574,-43.4980904,-22.6524001,Intersection
2575,-43.4980991,-22.6523203,Intersection
2576,-43.4982089,-22.6519574,Intersection
2577,-43.4983251,-22.6515319,Intersection
2578,-43.4984216,-22.6511804,Intersection
2579,-43.4986751,-22.6507286,Intersection
2580,-43.4988222,-22.6504048,Intersection
2581,-43.4989473,-22.6501556,Intersection
2582,-43.4992316,-22.6495627,Intersection
2583,-43.4992772,-22.6494959,Intersection
2584,-43.4994838,-22.6492713,Intersection
2585,-43.4996071,-22.6491500,Intersection
2586,-43.4999679,-22.6488090,Intersection
2587,-43.5006587,-22.6480373,Intersection
2588,-43.5008933,-22.6477929,Intersection
2589,-43.5010046,-22.6477229,Intersection
2590,-43.5011259,-22.6476592,Intersection
2591,-43.5012540,-22.6475961,Intersection
2592,-43.5013640,-22.6475664,Intersection
2593,-43.5014699,-22.6475540,Intersection
2594,-43.5015813,-22.6475664,Intersection
2595,-43.5019125,-22.6476530,Intersection
2596,-43.5021526,-22.6477149,Intersection
2597,-43.5023323,-22.6477396,Intersection
2598,-43.5024691,-22.6477099,Intersection
2599,-43.5026327,-22.6476183,Intersection
2600,-43.5027266,-22.6475069,Intersection
2601,-43.5028473,-22.6472817,Intersection
2602,-43.5029921,-22.6471554,Intersection
2603,-43.5031369,-22.6470539,Intersection
2604,-43.5033749,-22.6469558,Intersection
2605,-43.5036124,-22.6469114,Intersection
2606,-43.5038853,-22.6468906,Intersection
2607,-43.5039791,-22.6468633,Intersection
2608,-43.5040516,-22.6468188,Intersection
2609,-43.5041347,-22.6467383,Intersection
2610,-43.5042353,-22.6466257,Intersection
2611,-43.5042809,-22.6465985,Intersection
2612,-43.5043573,-22.6465836,Intersection
2613,-43.5044284,-22.6465923,Intersection
2614,-43.5046685,-22.6467123,Intersection
2615,-43.5054587,-22.6472055,Intersection
2616,-43.5056126,-22.6473015,Intersection
2617,-43.5058835,-22.6474847,Intersection
2618,-43.5060579,-22.6476282,Intersection
2619,-43.5062939,-22.6478882,Intersection
2620,-43.5067779,-22.6484935,Intersection
2621,-43.5069510,-22.6487100,Intersection
2622,-43.5071710,-22.6490194,Intersection
2623,-43.5072300,-22.6491060,Intersection
2624,-43.5073051,-22.6491704,Intersection
2625,-43.5074231,-22.6492199,Intersection
2626,-43.5076001,-22.6492645,Intersection
2627,-43.5078147,-22.6493164,Intersection
2628,-43.5079381,-22.6493808,Intersection
2629,-43.5080507,-22.6494996,Intersection
2630,-43.5086274,-22.6501457,Intersection
2631,-43.5087642,-22.6503536,Intersection
